id,name,status,dup_predict,dup_train,Prediction,AD,Confidence
DB01330,Cefotetan,approved,,,Inactive,Inactive,0.71
DB01331,Cefoxitin,approved,,,Inactive,Inactive,0.79
DB01332,Ceftizoxime,"approved,withdrawn",,,Inactive,Inactive,0.7
DB01333,Cefradine,approved,,,Inactive,Inactive,0.7
DB01336,Metocurine,approved,DB00416,,Inactive,,0.6
DB01337,Pancuronium,approved,,,Inactive,,0.58
DB01338,Pipecuronium,approved,,,Inactive,,0.62
DB01339,Vecuronium,"approved,investigational",,,Inactive,,0.56
DB01340,Cilazapril,approved,,,Inactive,Inactive,0.7
DB01342,Forasartan,experimental,,,Inactive,,0.64
DB01345,Potassium cation,"approved,investigational",DB00761,,Inactive,Inactive,0.85
DB01346,Quinidine barbiturate,approved,,,Inactive,Inactive,0.78
DB01347,Saprisartan,experimental,,,Inactive,,0.66
DB01348,Spirapril,approved,,,Inactive,Inactive,0.75
DB01349,Tasosartan,experimental,,,Inactive,Inactive,0.74
DB01351,Amobarbital,"approved,illicit",,,Inactive,Inactive,0.78
DB01352,Aprobarbital,"experimental,illicit",,,Inactive,Inactive,0.82
DB01353,Butobarbital,"approved,illicit",,,Inactive,Inactive,0.76
DB01354,Heptabarbital,experimental,,,Inactive,Inactive,0.84
DB01355,Hexobarbital,experimental,,,Inactive,Inactive,0.77
DB01356,Lithium cation,experimental,,,Inactive,Inactive,0.8
DB01357,Mestranol,approved,,,Inactive,Inactive,0.84
DB01359,Penbutolol,"approved,investigational",,,Inactive,Inactive,0.77
DB01362,Iohexol,approved,,,Inactive,,0.59
DB01364,Ephedrine,approved,,,Inactive,Inactive,0.93
DB01365,Mephentermine,approved,,,Inactive,Inactive,0.82
DB01366,Procaterol,"approved,investigational",,,Inactive,Inactive,0.84
DB01367,Rasagiline,approved,,,Inactive,Inactive,0.88
DB01369,Quinupristin,approved,,,Active,,0.67
DB01370,Aluminium,"approved,investigational",,,Inactive,Inactive,0.86
DB01373,Calcium,nutraceutical,,,Inactive,Inactive,0.85
DB01375,Aluminium monostearate,experimental,,,Inactive,Inactive,0.79
DB01377,Magnesium oxide,approved,,,Inactive,Inactive,0.85
DB01378,Magnesium cation,"approved,nutraceutical",DB01377,,Inactive,Inactive,0.85
DB01380,Cortisone acetate,"approved,investigational",,,Inactive,Inactive,0.76
DB01382,Glymidine,"approved,investigational",,,Inactive,Inactive,0.72
DB01384,Paramethasone,experimental,,,Inactive,,0.6
DB01388,Mibefradil,"investigational,withdrawn",,,Active,,0.52
DB01390,Sodium bicarbonate,approved,,,Inactive,Inactive,0.8
DB01392,Yohimbine,"approved,investigational,vet_approved",,,Inactive,Inactive,0.76
DB01393,Bezafibrate,"approved,investigational",,,Inactive,Inactive,0.71
DB01394,Colchicine,approved,,,Inactive,Inactive,0.74
DB01395,Drospirenone,approved,,,Inactive,Inactive,0.72
DB01396,Digitoxin,"approved,investigational",,,Inactive,,0.52
DB01397,Magnesium salicylate,experimental,DB00936,,Inactive,Inactive,0.72
DB01399,Salsalate,approved,,,Inactive,,0.59
DB01400,Neostigmine,"approved,vet_approved",,,Inactive,,0.66
DB01401,Choline magnesium trisalicylate,approved,DB00122,,Inactive,Inactive,0.88
DB01403,Methotrimeprazine,"approved,investigational",,,Inactive,Inactive,0.7
DB01405,Temafloxacin,withdrawn,,,Active,,0.54
DB01406,Danazol,approved,,,Inactive,,0.62
DB01407,Clenbuterol,"approved,investigational,vet_approved",,,Inactive,Inactive,0.82
DB01408,Bambuterol,investigational,,,Inactive,,0.62
DB01409,Tiotropium,approved,,,Inactive,Inactive,0.76
DB01410,Ciclesonide,"approved,investigational",,,Inactive,,0.64
DB01411,Pranlukast,investigational,,,Inactive,Inactive,0.7
DB01412,Theobromine,investigational,,,Inactive,Inactive,0.84
DB01413,Cefepime,"approved,investigational",,,Inactive,,0.68
DB01414,Cefacetrile,"experimental,vet_approved",,,Inactive,Inactive,0.76
DB01415,Ceftibuten,"approved,investigational",,,Inactive,,0.69
DB01416,Cefpodoxime,"approved,vet_approved",,,Inactive,,0.69
DB01418,Acenocoumarol,"approved,investigational",,,Inactive,Inactive,0.8
DB01419,Antrafenine,approved,,,Inactive,,0.59
DB01420,Testosterone propionate,"approved,investigational,vet_approved,withdrawn",,,Inactive,,0.66
DB01421,Paromomycin,"approved,investigational",,,Inactive,Inactive,0.72
DB01422,Nitroxoline,experimental,,,Inactive,,0.66
DB01423,Stepronin,experimental,,,Inactive,Inactive,0.75
DB01424,Aminophenazone,"approved,withdrawn",,,Inactive,Inactive,0.73
DB01425,Alizapride,investigational,,,Inactive,,0.65
DB01426,Ajmaline,"approved,experimental",,,Inactive,Inactive,0.78
DB01427,Amrinone,approved,,,Inactive,Inactive,0.78
DB01428,Oxybenzone,"approved,investigational",,,Inactive,Inactive,0.81
DB01429,Aprindine,experimental,,,Inactive,,0.68
DB01430,Almitrine,approved,,,Inactive,Inactive,0.73
DB01431,Allylestrenol,experimental,,,Inactive,,0.69
DB01433,Methadyl acetate,"experimental,illicit",,,Inactive,Inactive,0.75
DB01434,19-norandrostenedione,"experimental,illicit",,,Inactive,Inactive,0.8
DB01435,Antipyrine,"approved,investigational",,,Inactive,Inactive,0.84
DB01436,Alfacalcidol,"approved,nutraceutical",,,Inactive,,0.65
DB01437,Glutethimide,"approved,illicit",,,Inactive,Inactive,0.89
DB01438,Phenazopyridine,approved,,,Inactive,Inactive,0.76
DB01439,3-Methylthiofentanyl,"experimental,illicit",,,Inactive,,0.55
DB01440,gamma-Hydroxybutyric acid,"approved,illicit,investigational",,,Inactive,Inactive,0.76
DB01441,"5-Methoxy-N,N-diisopropyltryptamine","experimental,illicit",,,Inactive,Inactive,0.73
DB01442,MMDA,"experimental,illicit",,,Inactive,Inactive,0.75
DB01443,19-Nor-5-androstenedione,"experimental,illicit",DB01434,,Inactive,Inactive,0.8
DB01444,Dimethylthiambutene,"experimental,illicit",,,Inactive,Inactive,0.73
DB01445,Bufotenine,"experimental,illicit",,,Inactive,Inactive,0.7
DB01446,Indopan,"experimental,illicit",,,Inactive,Inactive,0.84
DB01447,4-Methylaminorex,"experimental,illicit",,,Inactive,Inactive,0.85
DB01450,Dihydroetorphine,"experimental,illicit",,,Inactive,,0.63
DB01451,1-Androstenedione,"experimental,illicit",,,Inactive,Inactive,0.73
DB01452,Diamorphine,"approved,illicit,investigational",,,Inactive,,0.63
DB01453,Beta-hydroxyfentanyl,"experimental,illicit",,,Inactive,,0.63
DB01454,Midomafetamine,"experimental,illicit,investigational",,,Inactive,Inactive,0.93
DB01455,19-Nor-5-androstenediol,"experimental,illicit",,,Inactive,Inactive,0.76
DB01456,5-androstenedione,"experimental,illicit",,,Inactive,Inactive,0.7
DB01458,"2,5-Dimethoxy-4-(n)-propylthiophenethylamine","experimental,illicit",,,Inactive,Inactive,0.79
DB01459,Bezitramide,"experimental,illicit,withdrawn",,,Inactive,Inactive,0.73
DB01460,Diethyltryptamine,"experimental,illicit",,,Inactive,Inactive,0.73
DB01461,Dimenoxadol,"experimental,illicit",,,Inactive,Inactive,0.76
DB01462,Etonitazene,"experimental,illicit",,,Inactive,Inactive,0.74
DB01463,Fencamfamin,"experimental,illicit,withdrawn",,,Inactive,Inactive,0.82
DB01464,Furethidine,"experimental,illicit",,,Inactive,Inactive,0.81
DB01465,"2,5-Dimethoxyamphetamine","experimental,illicit",,,Inactive,Inactive,0.88
DB01466,Ethylmorphine,"experimental,illicit",,,Inactive,Inactive,0.78
DB01467,"2,5-Dimethoxy-4-ethylamphetamine","experimental,illicit",,,Inactive,Inactive,0.83
DB01468,Ethylmethylthiambutene,"experimental,illicit",,,Inactive,Inactive,0.71
DB01469,Acetorphine,"experimental,illicit",,,Inactive,,0.51
DB01470,alpha-methylthiofentanyl,illicit,,,Inactive,Inactive,0.7
DB01471,Bolasterone,"experimental,illicit",,,Inactive,Inactive,0.7
DB01472,4-Methoxyamphetamine,"experimental,illicit",,,Inactive,Inactive,0.91
DB01473,Betaprodine,"experimental,illicit",,,Inactive,Inactive,0.81
DB01474,"17alpha-methyl-3beta,17beta-dihydroxyandrost-4-ene","experimental,illicit",,,Inactive,,0.68
DB01475,Dioxaphetyl butyrate,"experimental,illicit",,,Inactive,Inactive,0.88
DB01476,Haloxazolam,"experimental,illicit",,,Inactive,,0.66
DB01477,Codeine methylbromide,"experimental,illicit",,,Inactive,Inactive,0.75
DB01478,Desmethylprodine,"experimental,illicit",,,Inactive,Inactive,0.87
DB01479,BA-2664,"experimental,illicit",,,Inactive,,0.67
DB01480,Cyprenorphine,"experimental,illicit",,,Inactive,,0.64
DB01481,1-Testosterone,"experimental,illicit,investigational",,,Inactive,,0.68
DB01482,Fenethylline,experimental,,,Inactive,Inactive,0.75
DB01483,Barbital,illicit,,,Inactive,Inactive,0.84
DB01484,"4-Bromo-2,5-dimethoxyamphetamine","experimental,illicit",,,Inactive,Inactive,0.81
DB01485,4-Hydroxytestosterone,"experimental,illicit",,,Inactive,,0.58
DB01486,Cathine,"experimental,illicit",,,Inactive,Inactive,0.9
DB01487,Embutramide,"experimental,illicit",,,Inactive,Inactive,0.83
DB01488,Dimethyltryptamine,"experimental,illicit",,,Inactive,,0.68
DB01489,Camazepam,"experimental,illicit",,,Inactive,Inactive,0.7
DB01490,Aminorex,"experimental,illicit",,,Inactive,Inactive,0.83
DB01491,Dipipanone,"experimental,illicit",,,Inactive,Inactive,0.86
DB01493,Ethylestrenol,withdrawn,,,Inactive,,0.68
DB01494,Chloral betaine,"illicit,withdrawn",,,Inactive,Inactive,0.86
DB01495,Dichloralphenazone,"approved,illicit",DB01435,,Inactive,Inactive,0.84
DB01496,"Dihydro-2-thioxo-5-((5-(2-(trifluoromethyl)phenyl)-2-furanyl)methyl)-4,6(1H,5H)-pyrimidinedione","experimental,illicit",,,Inactive,Inactive,0.7
DB01497,Etorphine,"illicit,vet_approved",,,Inactive,,0.58
DB01498,Alphamethadol,"experimental,illicit",,,Inactive,Inactive,0.75
DB01499,Alphameprodine,"experimental,illicit",,,Inactive,Inactive,0.81
DB01500,Oxabolone,"experimental,illicit",,,Inactive,Inactive,0.76
DB01501,Difenoxin,"approved,illicit",,,Inactive,Inactive,0.84
DB01502,Diampromide,"experimental,illicit",,,Inactive,,0.6
DB01503,1-Androstenediol,"experimental,illicit",,,Inactive,,0.64
DB01505,Etoxeridine,"experimental,illicit",,,Inactive,Inactive,0.78
DB01506,1-Phenylcyclohexylamine,"experimental,illicit",,,Inactive,Inactive,0.87
DB01509,Tenamfetamine,"experimental,illicit",,,Inactive,Inactive,0.93
DB01511,Delorazepam,"experimental,illicit",,,Inactive,Inactive,0.71
DB01512,Hydromorphinol,"experimental,illicit",,,Inactive,Inactive,0.7
DB01513,"17Alpha-methyl-3beta,17beta-dihydroxy-5alpha-androstane","experimental,illicit",,,Inactive,,0.67
DB01514,Furazabol,illicit,,,Inactive,,0.65
DB01515,Benzoylecgonine,"experimental,illicit",,,Inactive,Inactive,0.73
DB01516,"3,4,5-Trimethoxyamphetamine","experimental,illicit",,,Inactive,Inactive,0.83
DB01518,Benzethidine,"experimental,illicit",,,Inactive,Inactive,0.7
DB01520,Tenocyclidine,"experimental,illicit,investigational",,,Inactive,Inactive,0.84
DB01521,Clostebol,"experimental,illicit",,,Inactive,,0.69
DB01522,Betacetylmethadol,"experimental,illicit",,,Inactive,Inactive,0.75
DB01523,Clonitazene,"experimental,illicit",,,Inactive,Inactive,0.81
DB01524,Androstenediol,"experimental,illicit",,,Inactive,Inactive,0.7
DB01525,Ecgonine,"experimental,illicit",,,Inactive,Inactive,0.74
DB01526,4-Androstenediol,"experimental,illicit",,,Inactive,,0.65
DB01527,Clortermine,experimental,,,Inactive,Inactive,0.86
DB01528,"4-Methyl-2,5-dimethoxyamphetamine","experimental,illicit",,,Inactive,Inactive,0.86
DB01529,Dextromoramide,"experimental,illicit",,,Inactive,Inactive,0.8
DB01530,"5alpha-androstane-3alpha,17beta-diol","experimental,illicit",,,Inactive,,0.66
DB01531,Desomorphine,"experimental,illicit",,,Inactive,Inactive,0.81
DB01532,ﾎｱ-Methylacetylfentanyl,illicit,,,Inactive,,0.66
DB01533,Diethylthiambutene,"experimental,illicit",,,Inactive,Inactive,0.76
DB01534,Chlorhexadol,"experimental,illicit",,,Inactive,Inactive,0.77
DB01535,Carfentanil,"illicit,investigational,vet_approved",,,Inactive,,0.59
DB01536,Androstenedione,"experimental,illicit",DB01456,,Inactive,Inactive,0.7
DB01537,"4-Bromo-2,5-dimethoxyphenethylamine","experimental,illicit",,,Inactive,Inactive,0.78
DB01538,Acetyldihydrocodeine,"experimental,illicit",,,Inactive,Inactive,0.85
DB01539,1-Piperidinocyclohexanecarbonitrile,"experimental,illicit",,,Inactive,Inactive,0.72
DB01540,17alpha-methyl-4-hydroxynandrolone,illicit,,,Inactive,Inactive,0.71
DB01541,Boldenone,"illicit,vet_approved",,,Inactive,Inactive,0.71
DB01542,Allylprodine,"experimental,illicit",,,Inactive,Inactive,0.78
DB01543,18-methyl-19-nortestosterone,"experimental,illicit",,,Inactive,Inactive,0.78
DB01544,Flunitrazepam,"approved,illicit",,,Inactive,Inactive,0.78
DB01545,Ethyl loflazepate,"experimental,illicit",,,Inactive,,0.65
DB01546,Etryptamine,"illicit,investigational,withdrawn",,,Inactive,Inactive,0.85
DB01547,Drotebanol,"experimental,illicit",,,Inactive,Inactive,0.88
DB01548,Diprenorphine,"illicit,vet_approved",,,Inactive,Inactive,0.72
DB01549,Rolicyclidine,"experimental,illicit",,,Inactive,Inactive,0.88
DB01550,Fenproporex,"experimental,illicit,withdrawn",,,Inactive,Inactive,0.84
DB01551,Dihydrocodeine,"approved,illicit",,,Inactive,Inactive,0.74
DB01552,Betameprodine,"experimental,illicit",,,Inactive,Inactive,0.81
DB01553,Cloxazolam,experimental,,,Inactive,Inactive,0.78
DB01554,Bolandiol,"experimental,illicit",,,Inactive,Inactive,0.79
DB01555,Alphacetylmethadol,"experimental,illicit",,,Inactive,Inactive,0.75
DB01556,Chlorphentermine,"illicit,withdrawn",,,Inactive,Inactive,0.92
DB01557,ﾎｱ-Methylfentanyl,illicit,,,Inactive,,0.67
DB01558,Bromazepam,"approved,illicit,investigational",,,Inactive,Inactive,0.71
DB01559,Clotiazepam,"approved,illicit",,,Inactive,Inactive,0.8
DB01560,Cathinone,illicit,,,Inactive,Inactive,0.89
DB01561,Androstanedione,"experimental,illicit",,,Inactive,Inactive,0.73
DB01562,1-(2-Phenylethyl)-4-phenyl-4-acetoxypiperidine,"experimental,illicit",,,Inactive,Inactive,0.76
DB01563,Chloral hydrate,"approved,illicit,investigational,vet_approved",,,Inactive,Inactive,0.84
DB01564,Calusterone,"experimental,illicit",,,Inactive,Inactive,0.7
DB01565,Dihydromorphine,"experimental,illicit",,,Inactive,Inactive,0.73
DB01566,Methylenedioxyethamphetamine,"experimental,illicit",,,Inactive,Inactive,0.88
DB01567,Fludiazepam,"experimental,illicit",,,Inactive,Inactive,0.78
DB01568,Codeine-N-oxide,"experimental,illicit",,,Inactive,Inactive,0.74
DB01569,Formebolone,"experimental,illicit",,,Inactive,,0.67
DB01570,Ohmefentanyl,illicit,,,Inactive,,0.57
DB01571,3-Methylfentanyl,illicit,,,Inactive,,0.56
DB01572,Methyl-1-testosterone,"experimental,illicit",,,Inactive,Inactive,0.7
DB01573,Benzylmorphine,"experimental,illicit",,,Inactive,,0.66
DB01574,Attapulgite,"approved,vet_approved",,,Inactive,Inactive,0.85
DB01575,Kaolin,approved,,,Inactive,Inactive,0.82
DB01576,Dextroamphetamine,"approved,illicit",,,Inactive,Inactive,0.86
DB01577,Metamfetamine,"approved,illicit",,,Inactive,Inactive,0.86
DB01578,Metrizamide,experimental,,,Inactive,Inactive,0.71
DB01579,Phendimetrazine,"approved,illicit",,,Inactive,Inactive,0.78
DB01580,Oxprenolol,approved,,,Inactive,Inactive,0.83
DB01581,Sulfamerazine,"approved,vet_approved",,,Inactive,Inactive,0.84
DB01582,Sulfamethazine,"approved,investigational,vet_approved",,,Inactive,Inactive,0.76
DB01583,Liotrix,approved,,,Inactive,Inactive,0.8
DB01586,Ursodeoxycholic acid,"approved,investigational",,,Inactive,,0.65
DB01587,Ketazolam,approved,,,Inactive,Inactive,0.82
DB01588,Prazepam,"approved,illicit",,,Inactive,Inactive,0.76
DB01589,Quazepam,"approved,illicit",,,Inactive,Inactive,0.79
DB01590,Everolimus,approved,,,Active,,0.58
DB01591,Solifenacin,approved,,,Inactive,Inactive,0.78
DB01592,Iron,approved,,,Inactive,Inactive,0.85
DB01593,Zinc,"approved,investigational",,,Inactive,Inactive,0.85
DB01594,Cinolazepam,experimental,,,Inactive,Inactive,0.91
DB01595,Nitrazepam,approved,,,Inactive,Inactive,0.82
DB01597,Cilastatin,"approved,investigational",,,Inactive,Inactive,0.72
DB01598,Imipenem,approved,,,Inactive,Inactive,0.74
DB01599,Probucol,"approved,investigational",,,Inactive,Inactive,0.82
DB01600,Tiaprofenic acid,approved,,,Inactive,Inactive,0.84
DB01601,Lopinavir,approved,,,Inactive,,0.58
DB01602,Bacampicillin,"approved,investigational",,,Inactive,Inactive,0.77
DB01603,Meticillin,"approved,investigational",,,Inactive,Inactive,0.88
DB01604,Pivampicillin,approved,,,Inactive,Inactive,0.78
DB01605,Pivmecillinam,approved,,,Inactive,Inactive,0.8
DB01606,Tazobactam,approved,,,Inactive,Inactive,0.7
DB01607,Ticarcillin,"approved,investigational,vet_approved",,,Inactive,Inactive,0.8
DB01608,Periciazine,"approved,investigational",,,Inactive,,0.61
DB01609,Deferasirox,"approved,investigational",,,Inactive,Inactive,0.71
DB01610,Valganciclovir,"approved,investigational",,,Inactive,,0.61
DB01611,Hydroxychloroquine,approved,,,Inactive,Inactive,0.7
DB01612,Amyl Nitrite,approved,,,Inactive,Inactive,0.88
DB01613,Erythrityl tetranitrate,"approved,experimental,investigational",,,Inactive,Inactive,0.86
DB01614,Acepromazine,"experimental,vet_approved",,,Inactive,,0.69
DB01615,Aceprometazine,experimental,,,Inactive,Inactive,0.73
DB01616,Alverine,"approved,investigational",,,Inactive,,0.68
DB01618,Molindone,approved,,,Inactive,Inactive,0.76
DB01619,Phenindamine,approved,,,Inactive,Inactive,0.74
DB01620,Pheniramine,approved,,,Inactive,Inactive,0.74
DB01621,Pipotiazine,"approved,investigational",,,Inactive,,0.52
DB01622,Thioproperazine,experimental,,,Inactive,,0.62
DB01623,Thiothixene,approved,,,Inactive,Inactive,0.7
DB01624,Zuclopenthixol,"approved,investigational",,,Inactive,Inactive,0.76
DB01625,Isopropamide,"approved,vet_approved",,,Inactive,Inactive,0.88
DB01626,Pargyline,approved,,,Inactive,Inactive,0.73
DB01627,Lincomycin,"approved,vet_approved",,,Inactive,Inactive,0.74
DB01628,Etoricoxib,"approved,investigational",,,Inactive,Inactive,0.74
DB01629,5-fluorouridine,experimental,,,Inactive,Inactive,0.82
DB01630,SC-74020,experimental,,,Inactive,Inactive,0.71
DB01631,Methyl nonanoate,experimental,,,Inactive,Inactive,0.79
DB01632,5-O-phosphono-alpha-D-ribofuranosyl diphosphate,"approved,experimental,investigational",,,Inactive,Inactive,0.74
DB01633,Deoxy-2-fluoro-beta-D-cellotrioside,"experimental,investigational",,,Inactive,Inactive,0.75
DB01634,2-Oxy-4-Hydroxy-5-(2-Hydrazinopyridine)Phenylalanine,experimental,,,Inactive,Inactive,0.77
DB01635,"2,2-Dimethylthiazolidine-4-Carboxylic Acid;(Dmt)Thiazolidine",experimental,,,Inactive,Inactive,0.78
DB01637,"3,7,11,15-tetramethyl-hexadecan-1-ol","experimental,investigational",,,Inactive,Inactive,0.76
DB01638,Sorbitol,approved,,,Inactive,Inactive,0.83
DB01639,N-Methyl-Pyridoxal-5'-Phosphate,experimental,,,Inactive,Inactive,0.77
DB01640,"6-(4-{[2-(3-iodobenzyl)-3-oxocyclohex-1-en-1-yl]amino}phenyl)-5-methyl-4,5-dihydropyridazin-3(2H)-one",experimental,,,Inactive,Inactive,0.71
DB01641,"{(4Z)-2-[(1R,2R)-1-Amino-2-hydroxypropyl]-4-[(4-amino-1H-indol-3-yl)methylene]-5-oxo-4,5-dihydro-1H-imidazol-1-yl}acetic acid",experimental,,,Inactive,Inactive,0.71
DB01642,methyl beta-D-glucopyranoside,experimental,,,Inactive,Inactive,0.84
DB01643,Thymidine monophosphate,experimental,,,Inactive,Inactive,0.76
DB01644,"3,6-dihydroxy-xanthene-9-propionic acid",experimental,,,Inactive,Inactive,0.76
DB01645,Genistein,investigational,,,Inactive,Inactive,0.86
DB01646,N-Acetylmethionine,experimental,,,Inactive,Inactive,0.8
DB01647,Daxalipram,experimental,,,Inactive,Inactive,0.85
DB01648,Methyl 4-thio-beta-D-glucopyranoside,experimental,,,Inactive,Inactive,0.72
DB01649,7-methyl-GpppA,experimental,,,Inactive,,0.53
DB01650,trans-2-hydroxycinnamic acid,experimental,,,Inactive,Inactive,0.86
DB01651,"Methyl 4,6-O-[(1R)-1-carboxyethylidene]-beta-D-galactopyranoside",experimental,,,Inactive,Inactive,0.7
DB01652,4-hydroxybenzoyl-CoA,experimental,,,Inactive,,0.55
DB01655,L-gulonic acid 6-phosphate,experimental,,,Inactive,Inactive,0.77
DB01656,Roflumilast,approved,,,Inactive,Inactive,0.86
DB01657,"2-amino-3-[4-hydroxy-6-oxo-3-(2-phenyl-cyclopropylimino)-cyclohexa-1,4-dienyl]-propionic acid",experimental,,,Inactive,Inactive,0.77
DB01658,1'-Deazo-Thiamin Diphosphate,experimental,,,Inactive,Inactive,0.73
DB01659,"3-(1,10-Phenanthrol-2-Yl)-L-Alanine",experimental,,,Inactive,Inactive,0.73
DB01661,1-(5-phospho-D-ribosyl)-ATP,experimental,,,Inactive,,0.65
DB01662,Trans-O-Hydroxy-Alpha-Methyl Cinnamate,experimental,,,Inactive,Inactive,0.84
DB01663,"lambda-bis(2,2'-bipyridine)-(5-methyl-2-2'-bipyridine)-C9-adamantane ruthenium (II)",experimental,,,Inactive,,0.65
DB01664,(S)-DES-ME-AMPA,experimental,,,Inactive,Inactive,0.76
DB01665,2H-Benzimidazol-2-amine,experimental,,,Inactive,Inactive,0.9
DB01666,D-Myo-Inositol-Hexasulphate,experimental,,,Inactive,Inactive,0.84
DB01667,8-azaguanine,experimental,,,Inactive,,0.64
DB01668,Nanaomycin D,experimental,,,Inactive,Inactive,0.76
DB01669,Virginiamycin M1,experimental,,,Inactive,,0.59
DB01670,Propyl acetate,experimental,,,Inactive,Inactive,0.89
DB01671,p-Hydroxymercuribenzoic acid,experimental,,,Inactive,Inactive,0.76
DB01672,"2,3-Dihydroxy-Benzoic Acid",experimental,,,Inactive,,0.66
DB01673,Uridine-5'-Diphosphate-N-Acetylmuramoyl-L-Alanine,experimental,,,Inactive,,0.58
DB01674,[2-(1-Amino-2-Hydroxy-Propyl)-4-(4-Fluoro-1h-Indol-3-Ylmethyl)-5-Hydroxy-Imidazol-1-Yl]-Acetic Acid,experimental,,,Inactive,Inactive,0.76
DB01675,Methacrylyl-Coenzyme A,experimental,,,Inactive,,0.53
DB01676,Trinitrotoluene,experimental,,,Inactive,Inactive,0.75
DB01677,Fumaric Acid,"experimental,investigational",,,Inactive,Inactive,0.8
DB01678,RU84687,experimental,,,Inactive,,0.67
DB01679,Propyl Trihydrogen Diphosphate,experimental,,,Inactive,Inactive,0.84
DB01681,Benzene Hexacarboxylic Acid,experimental,,,Inactive,Inactive,0.73
DB01682,6'-Methyl-Thiamin Diphosphate,experimental,,,Inactive,,0.62
DB01683,Chymostatin,experimental,,,Active,,0.62
DB01684,1-Hydroxy-1-Thio-Glycerol,experimental,,,Inactive,Inactive,0.84
DB01685,Topiroxostat,experimental,,,Inactive,,0.67
DB01686,"N,N-dimethylarginine",experimental,,,Inactive,,0.64
DB01687,beta-Mannobiose,experimental,,,Inactive,Inactive,0.77
DB01688,P-Cresol,experimental,,,Inactive,Inactive,0.95
DB01689,Inhibitor Idd 384,experimental,,,Inactive,Inactive,0.8
DB01690,Bis(Adenosine)-5'-Triphosphate,experimental,,,Inactive,,0.68
DB01691,Indole Naphthyridinone,experimental,,,Inactive,,0.57
DB01692,Dithioerythritol,experimental,,,Inactive,Inactive,0.85
DB01694,D-tartaric acid,experimental,,,Inactive,Inactive,0.83
DB01695,N-Hydroxy-4-Phosphono-Butanamide,experimental,,,Inactive,Inactive,0.78
DB01697,beta-cellotriose,experimental,,,Inactive,Inactive,0.77
DB01698,Rutin,"approved,experimental,investigational",,,Inactive,,0.66
DB01699,(4e)-4-Aminohex-4-Enoic Acid,experimental,,,Inactive,Inactive,0.8
DB01700,AICA ribonucleotide,"experimental,investigational",,,Inactive,Inactive,0.78
DB01701,"1,2-Dichloro-Propane",experimental,,,Inactive,Inactive,0.88
DB01702,"2-(3,4-Dihydroxyphenyl)Acetic Acid",experimental,,,Inactive,Inactive,0.88
DB01703,N-(2-ferrocenylethyl)maleimide,experimental,,,Inactive,Inactive,0.7
DB01704,"2,4-Dihydroxy-Trans Cinnamic Acid",experimental,,,Inactive,Inactive,0.81
DB01705,Bis(5-Amidino-Benzimidazolyl)Methane,experimental,,,Inactive,Inactive,0.88
DB01706,2-Bromo-6-chloro-purine,experimental,,,Inactive,Inactive,0.74
DB01707,"L-Alfa-Lysophosphatidylcholine, Lauroyl",experimental,,,Inactive,,0.69
DB01708,Prasterone,"approved,investigational,nutraceutical",,,Inactive,Inactive,0.74
DB01709,2-phospho-D-glyceric acid,experimental,,,Inactive,Inactive,0.73
DB01710,Porphyrin Fe(III),experimental,,,Inactive,Inactive,0.77
DB01711,"2,3,4,5,6-Pentafluorobenzyl Alcohol",experimental,,,Inactive,Inactive,0.71
DB01712,"(3R)-4-(p-toluenesulfonyl)-1,4-thiazane-3-carboxylicacid-L-phenylalanine ethyl ester",experimental,,,Inactive,,0.66
DB01713,UDP-alpha-D-xylose,experimental,,,Inactive,Inactive,0.74
DB01714,Epsilon-N-methyllysine,experimental,,,Inactive,Inactive,0.78
DB01715,"7,8-Diamino-Nonanoic Acid",experimental,,,Inactive,Inactive,0.78
DB01716,2-propenyl-N-acetyl-neuramic acid,experimental,,,Inactive,Inactive,0.81
DB01717,Bis(Adenosine)-5'-Pentaphosphate,experimental,,,Inactive,,0.68
DB01718,Cetrimonium,approved,,,Inactive,Inactive,0.79
DB01719,Thio-Maltopentaose,experimental,,,Inactive,Inactive,0.72
DB01720,(2Z)-2-(Benzoylamino)-3-[4-(2-bromophenoxy)phenyl]acrylic acid,experimental,,,Inactive,Inactive,0.7
DB01721,"N-[2-hydroxy-1-indanyl]-5-[(2-tertiarybutylaminocarbonyl)-4(benzo[1,3]dioxol-5-ylmethyl)-piperazino]-4-hydroxy-2-(1-phenylethyl)-pentanamide",experimental,,,Inactive,,0.56
DB01723,"{3-[3-(3,4-Dimethoxy-Phenyl)-1-(1-{1-[2-(3,4,5-Trimethoxy-Phenyl)-Butyryl]-Piperidin-2yl}-Vinyloxy)-Propyl]-Phenoxy}-Acetic Acid",experimental,,,Inactive,,0.63
DB01724,L-Threoninol,experimental,,,Inactive,Inactive,0.89
DB01725,"2-{2-hydroxy-[1,1'-biphenyl]-3-yl}-1H-1,3-benzodiazole-5-carboximidamide",experimental,,,Inactive,Inactive,0.73
DB01726,2-Aminophenol,experimental,,,Inactive,Inactive,0.9
DB01727,Isocitric Acid,experimental,,,Inactive,Inactive,0.77
DB01728,"1,2-dihexadecanoyl-sn-glycero-3-phosphoethanolamine",experimental,,,Inactive,,0.69
DB01729,"1D-myo-inositol 1,3,4-trisphosphate",experimental,,,Inactive,Inactive,0.75
DB01731,(S)-wiskostatin,experimental,,,Inactive,Inactive,0.78
