id,name,status,smiles
DB01625,Isopropamide,"approved,vet_approved",CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C
DB01626,Pargyline,approved,C#CCN(C)Cc1ccccc1
DB01627,Lincomycin,"approved,vet_approved",CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1
DB01628,Etoricoxib,"approved,investigational",Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1
DB01629,5-fluorouridine,experimental,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1F
DB01630,SC-74020,experimental,CCCCCc1ccc(C(=O)Nc2ccc(S(=O)(=O)N(CCN3CCOCC3)[C@@H](C(=O)NO)C(C)C)cc2)cc1
DB01631,Methyl nonanoate,experimental,CCCCCCCCC(=O)OC
DB01632,5-O-phosphono-alpha-D-ribofuranosyl diphosphate,"approved,experimental,investigational",O=P(O)(O)OC[C@H]1O[C@H](OP(=O)(O)OP(=O)(O)O)[C@H](O)[C@@H]1O
DB01633,Deoxy-2-fluoro-beta-D-cellotrioside,"experimental,investigational",OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@H]3[C@H](O)[C@@H](F)[C@@H](O)O[C@@H]3CO)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
DB01634,2-Oxy-4-Hydroxy-5-(2-Hydrazinopyridine)Phenylalanine,experimental,N[C@@H](C[C@@H]1C=C(NNc2ccccn2)C(O)=CC1=O)C(=O)O
DB01635,"2,2-Dimethylthiazolidine-4-Carboxylic Acid;(Dmt)Thiazolidine",experimental,CC1(C)N[C@H](C(=O)O)CS1
DB01637,"3,7,11,15-tetramethyl-hexadecan-1-ol","experimental,investigational",CC(C)CCC[C@H](C)CCC[C@H](C)CCC[C@H](C)CCO
DB01638,Sorbitol,approved,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
DB01639,N-Methyl-Pyridoxal-5'-Phosphate,experimental,Cc1c(O)c(C=O)c(COP(=O)(O)O)c[n+]1C
DB01640,"6-(4-{[2-(3-iodobenzyl)-3-oxocyclohex-1-en-1-yl]amino}phenyl)-5-methyl-4,5-dihydropyridazin-3(2H)-one",experimental,C[C@@H]1CC(=O)NN=C1c1ccc(NC2=C(Cc3cccc(I)c3)C(=O)CCC2)cc1
DB01641,"{(4Z)-2-[(1R,2R)-1-Amino-2-hydroxypropyl]-4-[(4-amino-1H-indol-3-yl)methylene]-5-oxo-4,5-dihydro-1H-imidazol-1-yl}acetic acid",experimental,C[C@@H](O)[C@H](N)C1=N/C(=C\c2c[nH]c3cccc(N)c23)C(=O)N1CC(=O)O
DB01642,methyl beta-D-glucopyranoside,experimental,CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
DB01643,Thymidine monophosphate,experimental,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]c1=O
DB01644,"3,6-dihydroxy-xanthene-9-propionic acid",experimental,O=C(O)CCC1c2ccc(O)cc2Oc2cc(O)ccc21
DB01645,Genistein,investigational,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12
DB01646,N-Acetylmethionine,experimental,CSCC[C@H](NC(C)=O)C(=O)O
DB01647,Daxalipram,experimental,CCCOc1cc([C@]2(C)CNC(=O)O2)ccc1OC
DB01648,Methyl 4-thio-beta-D-glucopyranoside,experimental,CO[C@@H]1O[C@H](CO)[C@@H](S)[C@H](O)[C@H]1O
DB01649,7-methyl-GpppA,experimental,Cn1c[n+]([C@@H]2O[C@H](CO[P@@](=O)(O)O[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c2[nH]c(N)nc(=O)c21
DB01650,trans-2-hydroxycinnamic acid,experimental,O=C(O)/C=C/c1ccccc1O
DB01651,"Methyl 4,6-O-[(1R)-1-carboxyethylidene]-beta-D-galactopyranoside",experimental,CO[C@@H]1O[C@@H]2CO[C@@](C)(C(=O)O)O[C@@H]2[C@H](O)[C@H]1O
DB01652,4-hydroxybenzoyl-CoA,experimental,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)c1ccc(O)cc1
DB01655,L-gulonic acid 6-phosphate,experimental,O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)COP(=O)(O)O
DB01656,Roflumilast,approved,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1
DB01657,"2-amino-3-[4-hydroxy-6-oxo-3-(2-phenyl-cyclopropylimino)-cyclohexa-1,4-dienyl]-propionic acid",experimental,NC(CC1C/C(=N\C2CC2c2ccccc2)C(O)=CC1=O)C(=O)O
DB01658,1'-Deazo-Thiamin Diphosphate,experimental,Cc1ccc(C[n+]2csc(CCO[P@@](=O)(O)O[P@@](=O)([O-])O)c2C)c(N)n1
DB01659,"3-(1,10-Phenanthrol-2-Yl)-L-Alanine",experimental,N[C@@H](Cc1ccc2ccc3cccnc3c2n1)C(=O)O
DB01661,1-(5-phospho-D-ribosyl)-ATP,experimental,N=c1c2ncn([C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]3O)c2ncn1C1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
DB01662,Trans-O-Hydroxy-Alpha-Methyl Cinnamate,experimental,C[C@H](Cc1ccccc1O)C(=O)O
DB01663,"lambda-bis(2,2'-bipyridine)-(5-methyl-2-2'-bipyridine)-C9-adamantane ruthenium (II)",experimental,CC1=CC2=C3C=C(CCCCCCCCC(=O)N[C@H]4[C@@H]5C[C@H]6C[C@@H](C5)C[C@@H]4C6)C=CN3[Ru+2]34(N5C=CC=CC5=C5C=CC=CN53)(N3C=CC=CC3=C3C=CC=CN34)N2C=C1
DB01664,(S)-DES-ME-AMPA,experimental,N[C@@H](Cc1co[nH]c1=O)C(=O)O
DB01665,2H-Benzimidazol-2-amine,experimental,NC1N=c2ccccc2=N1
DB01666,D-Myo-Inositol-Hexasulphate,experimental,O=S(=O)(O)O[C@H]1[C@H](OS(=O)(=O)O)[C@@H](OS(=O)(=O)O)[C@H](OS(=O)(=O)O)[C@@H](OS(=O)(=O)O)[C@H]1OS(=O)(=O)O
DB01667,8-azaguanine,experimental,Nc1nc2[nH]nnc2c(=O)[nH]1
DB01668,Nanaomycin D,experimental,C[C@@H]1O[C@H]2CC(=O)O[C@@H]2C2=C1C(=O)c1c(O)cccc1C2=O
DB01669,Virginiamycin M1,experimental,CC1=C\[C@@H](O)CC(=O)Cc2nc(co2)C(=O)N2CCC=C2C(=O)O[C@H](C(C)C)[C@H](C)/C=C/C(=O)NC\C=C\1
DB01670,Propyl acetate,experimental,CCCOC(C)=O
DB01671,p-Hydroxymercuribenzoic acid,experimental,O=C(O)c1ccc([Hg]O)cc1
DB01672,"2,3-Dihydroxy-Benzoic Acid",experimental,O=C(O)c1cccc(O)c1O
DB01673,Uridine-5'-Diphosphate-N-Acetylmuramoyl-L-Alanine,experimental,CC(=O)N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)N[C@@H](C)C(=O)O
DB01674,[2-(1-Amino-2-Hydroxy-Propyl)-4-(4-Fluoro-1h-Indol-3-Ylmethyl)-5-Hydroxy-Imidazol-1-Yl]-Acetic Acid,experimental,C[C@H](O)[C@H](N)c1nc(Cc2c[nH]c3cccc(F)c23)c(O)n1CC(=O)O
DB01675,Methacrylyl-Coenzyme A,experimental,C=C(C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
DB01676,Trinitrotoluene,experimental,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-]
DB01677,Fumaric Acid,"experimental,investigational",O=C(O)/C=C/C(=O)O
DB01678,RU84687,experimental,CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)c(C=O)c1)C(=O)N[C@H]1CCCCN(Cc2ccc(-c3ccccc3)cc2)C1=O
DB01679,Propyl Trihydrogen Diphosphate,experimental,CCCO[P@@](=O)(O)OP(=O)(O)O
DB01681,Benzene Hexacarboxylic Acid,experimental,O=C(O)c1c(C(=O)O)c(C(=O)O)c(C(=O)O)c(C(=O)O)c1C(=O)O
DB01682,6'-Methyl-Thiamin Diphosphate,experimental,Cc1nc(C)c(C[n+]2csc(CCO[P@@](=O)(O)O[P@@](=O)([O-])O)c2C)c(N)n1
DB01683,Chymostatin,experimental,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)N[C@@H](Cc1ccccc1)C(=O)O)C1CCNC(=N)N1)C(=O)N[C@H](C=O)Cc1ccccc1
DB01684,1-Hydroxy-1-Thio-Glycerol,experimental,OC[C@@H](O)CSO
DB01685,Topiroxostat,experimental,N#Cc1cc(-c2n[nH]c(-c3ccncc3)n2)ccn1
DB01686,"N,N-dimethylarginine",experimental,CN(C)/C(N)=N/CCC[C@H](N)C(=O)O
DB01687,beta-Mannobiose,experimental,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@@H](O)[C@@H](O)[C@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O
DB01688,P-Cresol,experimental,Cc1ccc(O)cc1
DB01689,Inhibitor Idd 384,experimental,Cc1ccccc1CC(=O)Nc1cc(C)c(S(=O)(=O)NCC(=O)O)c(C)c1
DB01690,Bis(Adenosine)-5'-Triphosphate,experimental,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O
DB01691,Indole Naphthyridinone,experimental,CN(Cc1cn(C)c2ccccc12)C(=O)/C=C/c1cnc2c(c1)CCC(=O)N2
DB01692,Dithioerythritol,experimental,O[C@H](CS)[C@@H](O)CS
DB01694,D-tartaric acid,experimental,O=C(O)[C@@H](O)[C@H](O)C(=O)O
DB01695,N-Hydroxy-4-Phosphono-Butanamide,experimental,O=C(CCCP(=O)(O)O)NO
DB01697,beta-cellotriose,experimental,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
DB01698,Rutin,"approved,experimental,investigational",C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
DB01699,(4e)-4-Aminohex-4-Enoic Acid,experimental,C/C=C(/N)CCC(=O)O
DB01700,AICA ribonucleotide,"experimental,investigational",NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c1N
DB01701,"1,2-Dichloro-Propane",experimental,C[C@@H](Cl)CCl
DB01702,"2-(3,4-Dihydroxyphenyl)Acetic Acid",experimental,O=C(O)Cc1ccc(O)c(O)c1
DB01703,N-(2-ferrocenylethyl)maleimide,experimental,O=C1C=CC(=O)N1CCC12C3C4C5C1[Fe]45321678C2C1C6C7C28
DB01704,"2,4-Dihydroxy-Trans Cinnamic Acid",experimental,O=C(O)/C=C/c1ccc(O)cc1O
DB01705,Bis(5-Amidino-Benzimidazolyl)Methane,experimental,N=C(N)c1ccc2nc(Cc3nc4ccc(C(=N)N)cc4[nH]3)[nH]c2c1
DB01706,2-Bromo-6-chloro-purine,experimental,Clc1nc(Br)nc2nc[nH]c12
DB01707,"L-Alfa-Lysophosphatidylcholine, Lauroyl",experimental,CCCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OCC[N+](C)(C)C
DB01708,Prasterone,"approved,investigational,nutraceutical",C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2=O
DB01709,2-phospho-D-glyceric acid,experimental,O=C(O)[C@@H](CO)OP(=O)(O)O
DB01710,Porphyrin Fe(III),experimental,C1=Cc2cc3ccc(cc4nc(cc5ccc(cc1n2)[nH]5)C=C4)[nH]3
DB01711,"2,3,4,5,6-Pentafluorobenzyl Alcohol",experimental,OCc1c(F)c(F)c(F)c(F)c1F
DB01712,"(3R)-4-(p-toluenesulfonyl)-1,4-thiazane-3-carboxylicacid-L-phenylalanine ethyl ester",experimental,CCOC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CSCCN1S(=O)(=O)c1ccc(C)cc1
DB01713,UDP-alpha-D-xylose,experimental,O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1
DB01714,Epsilon-N-methyllysine,experimental,CNCCCC[C@H](N)C(=O)O
DB01715,"7,8-Diamino-Nonanoic Acid",experimental,C[C@H](N)[C@H](N)CCCCCC(=O)O
DB01716,2-propenyl-N-acetyl-neuramic acid,experimental,C=CC[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O1
DB01717,Bis(Adenosine)-5'-Pentaphosphate,experimental,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O
DB01718,Cetrimonium,approved,CCCCCCCCCCCCCCCC[N+](C)(C)C
DB01719,Thio-Maltopentaose,experimental,OC[C@H]1O[C@H](S[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@H](S[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](S)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
DB01720,(2Z)-2-(Benzoylamino)-3-[4-(2-bromophenoxy)phenyl]acrylic acid,experimental,O=C(O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1
DB01721,"N-[2-hydroxy-1-indanyl]-5-[(2-tertiarybutylaminocarbonyl)-4(benzo[1,3]dioxol-5-ylmethyl)-piperazino]-4-hydroxy-2-(1-phenylethyl)-pentanamide",experimental,C[C@H](c1ccccc1)[C@@H](C[C@H](O)CN1CCN(Cc2ccc3c(c2)OCO3)C[C@H]1C(=O)NC(C)(C)C)C(=O)N[C@H]1c2ccccc2C[C@H]1O
DB01723,"{3-[3-(3,4-Dimethoxy-Phenyl)-1-(1-{1-[2-(3,4,5-Trimethoxy-Phenyl)-Butyryl]-Piperidin-2yl}-Vinyloxy)-Propyl]-Phenoxy}-Acetic Acid",experimental,CC[C@H](C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCc1ccc(OC)c(OC)c1)c1cccc(OCC(=O)O)c1)c1cc(OC)c(OC)c(OC)c1
DB01724,L-Threoninol,experimental,C[C@@H](O)[C@H](N)CO
DB01725,"2-{2-hydroxy-[1,1'-biphenyl]-3-yl}-1H-1,3-benzodiazole-5-carboximidamide",experimental,N=C(N)c1ccc2[nH]c(-c3cccc(-c4ccccc4)c3O)nc2c1
DB01726,2-Aminophenol,experimental,Nc1ccccc1O
DB01727,Isocitric Acid,experimental,O=C(O)C[C@H](C(=O)O)[C@H](O)C(=O)O
DB01728,"1,2-dihexadecanoyl-sn-glycero-3-phosphoethanolamine",experimental,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCCCCCCCCCC
DB01729,"1D-myo-inositol 1,3,4-trisphosphate",experimental,O=P(O)(O)O[C@H]1[C@@H](O)[C@@H](OP(=O)(O)O)[C@H](O)[C@@H](O)[C@@H]1OP(=O)(O)O
DB01731,(S)-wiskostatin,experimental,CN(C)C[C@H](O)Cn1c2ccc(Br)cc2c2cc(Br)ccc21
DB01732,"(4R,5S,6S,7R)-1,3-dibenzyl-4,7-bis(phenoxymethyl)-5,6-dihydroxy-1,3 diazepan-2-one",experimental,O=C1N(Cc2ccccc2)[C@H](COc2ccccc2)[C@H](O)[C@@H](O)[C@@H](COc2ccccc2)N1Cc1ccccc1
DB01733,L-Phospholactate,experimental,C[C@@H](OP(=O)(O)O)C(=O)O
DB01734,3-(Oxalyl-Amino)-Naphthalene-2-Carboxylic Acid,experimental,O=C(O)C(=O)Nc1cc2ccccc2cc1C(=O)O
DB01735,3-Chloroalaninate,experimental,N[C@H](CCl)C(=O)O
DB01736,[3-(Dodecanoylamino)Propyl](Hydroxy)Dimethylammonium,experimental,CCCCCCCCCCCC(=O)NCCC[N+](C)(C)[O-]
DB01737,"Nalpha-(2-Naphthylsulfonylglycyl)-3-Amidino-D,L-Phenylalanine-Isopropylester",experimental,COC(=O)[C@H](Cc1cccc(C(=N)N)c1)NC(=O)CNS(=O)(=O)c1ccc(C)cc1
DB01738,Phosphorylcolamine,experimental,NCCOP(=O)(O)O
DB01739,L-alloisoleucine,experimental,CC[C@@H](C)[C@H](N)C(=O)O
DB01740,"4-butyl-5-propyl-1,3-selenazol-2-amine",experimental,CCCCc1nc(N)[se]c1CCC
DB01741,CRA_17693,experimental,N=C(N)c1ccc2[nH]c(-c3cc([C@@H](CC(=O)O)C(=O)O)cc(-c4ccccc4F)c3O)nc2c1
DB01742,(3r)-1-Acetyl-3-Methylpiperidine,experimental,CC(=O)N1CCC[C@@H](C)C1
DB01744,Camphor,approved,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2
DB01745,N-Alpha-(2-Naphthylsulfonyl)-N(3-Amidino-L-Phenylalaninyl)Isopipecolinic Acid Methyl Ester,experimental,COC(=O)C1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc3ccccc3c2)CC1
DB01746,D-Leucine,experimental,CC(C)C[C@@H](N)C(=O)O
DB01747,Coprogen,experimental,CC(=O)N[C@@H](CCCN(O)C(=O)/C=C(\C)CCO)C(=O)OCC/C(C)=C/C(=O)N(O)CCC[C@@H]1NC(=O)[C@H](CCCN(O)C(=O)/C=C(\C)CCO)NC1=O
DB01748,N-Benzyl-4-Sulfamoyl-Benzamide,experimental,NS(=O)(=O)c1ccc(C(=O)NCc2ccccc2)cc1
DB01749,"1,2-Dimethoxyethane",experimental,COCCOC
DB01750,1-naphthaleneacetic acid,experimental,O=C(O)Cc1cccc2ccccc12
DB01751,Tetraiodothyroacetic acid,experimental,O=C(O)Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1
DB01752,S-adenosyl-L-homocysteine,experimental,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O
DB01753,4-oxo-nicotinamide-adenine dinucleotide phosphate,experimental,NC(=O)[C@H]1C=[N+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1=O
DB01754,"3,4-Dihydroxy-1-Methylquinolin-2(1h)-One",experimental,Cn1c(=O)c(O)c(O)c2ccccc21
DB01755,N-[Isoleucinyl]-N'-[adenosyl]-diaminosufone,experimental,CC[C@H](C)[C@H](N)C(=O)NS(=O)(=O)NC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
DB01756,4-phospho-L-threonic acid,experimental,O=C(O)[C@H](O)[C@@H](O)COP(=O)(O)O
DB01758,3-Iodo-Tyrosine,experimental,N[C@@H](Cc1ccc(O)c(I)c1)C(=O)O
DB01759,Kojic acid,experimental,O=c1cc(CO)occ1O
DB01760,2-Methoxy-3-Isopropylpyrazine,experimental,COc1nccnc1C(C)C
DB01761,4-[5-[2-(1-phenyl-ethylamino)-pyrimidin-4-yl]-1-methyl-4-(3-trifluoromethylphenyl)-1H-imidazol-2-yl]-piperidine,experimental,C[C@H](Nc1nccc(-c2c(-c3cccc(C(F)(F)F)c3)nc(C3CCNCC3)n2C)n1)c1ccccc1
DB01762,Acetoacetic acid,experimental,CC(=O)CC(=O)O
DB01763,7-thionicotinamide-adenine-dinucleotide phosphate,experimental,N=C([S-])c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1
DB01764,Dalfopristin,approved,CCN(CC)CCS(=O)(=O)[C@@H]1CCN2C(=O)c3coc(n3)CC(=O)C[C@H](O)/C=C(C)/C=C/CNC(=O)/C=C/[C@@H](C)[C@@H](C(C)C)OC(=O)[C@@H]12
DB01765,"(5-hydroxyindolo[1,2-a]quinazolin-7-yl)acetic acid",experimental,O=C(O)Cc1c2ccccc2n2c1[nH]c(=O)c1ccccc12
DB01766,Beta-(2-Naphthyl)-Alanine,experimental,N[C@@H](Cc1ccc2ccccc2c1)C(=O)O
DB01767,Hemi-Babim,experimental,N=C(N)c1ccc2[nH]c(Cc3nc4ccccc4[nH]3)nc2c1
DB01768,Methylumbelliferyl sialic acid,experimental,CC(=O)N[C@@H]1[C@@H](O)C[C@](Oc2ccc3c(C)cc(=O)oc3c2)(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO
DB01771,CRA_10991,experimental,N=C(N)c1cc2cc(-c3cccc(OC4CCCC4)c3O)[nH]c2cc1Cl
DB01772,"3-[3-(2,3-Dihydroxy-Propylamino)-Phenyl]-4-(5-Fluoro-1-Methyl-1h-Indol-3-Yl)-Pyrrole-2,5-Dione",experimental,Cn1cc(C2=C(c3cccc(NC[C@H](O)CO)c3)C(=O)NC2=O)c2cc(F)ccc21
DB01773,4-[3-carboxymethyl-3-(4-phosphonooxy-benzyl)-ureido]-4-[(3-cyclohexyl-propyl)-methyl-carbamoyl]butyric acid,experimental,CN(CCCC1CCCCC1)C(=O)[C@H](CCC(=O)O)NC(=O)N(CC(=O)O)Cc1ccc(OP(=O)(O)O)cc1
DB01774,Adenosine-5'-Monophosphate Glucopyranosyl-Monophosphate Ester,experimental,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@@](=O)(O)O[P@@](=O)(O)O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H]1O
DB01775,Dihydroxyacetone,experimental,O=C(CO)CO
DB01776,M-Cresol,experimental,Cc1cccc(O)c1
DB01777,CoA-S-trimethylene-acetyl-tryptamine,experimental,CC(C)(CO[P@](=O)(O)O[P@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSCCCCC(=O)NCCc1c[nH]c2ccccc12
DB01778,8-Aminotheophylline,experimental,Cn1c(=O)c2[nH]c(=N)[nH]c2n(C)c1=O
DB01779,Glycerol 2-phosphate,experimental,O=P(O)(O)OC(CO)CO
DB01780,Fusicoccin,experimental,C=CC(C)(C)OC[C@H]1O[C@H](O[C@@H]2C3=C([C@H](C)COC(C)=O)C[C@H](O)[C@]3(C)/C=C3/[C@@H](COC)CC[C@H]3[C@@H](C)[C@H]2O)[C@H](O)[C@@H](OC(C)=O)[C@@H]1O
DB01782,Pyrazolanthrone,experimental,O=C1c2ccccc2-c2n[nH]c3cccc1c23
DB01783,Pantothenic acid,"approved,nutraceutical,vet_approved",CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)O
DB01784,4-Flourobenzenesulfonamide,experimental,NS(=O)(=O)c1ccc(F)cc1
DB01785,Dimethylallyl Diphosphate,experimental,CC(C)=CCO[P@@](=O)(O)OP(=O)(O)O
DB01786,D-Alanine,experimental,C[C@@H](N)C(=O)O
DB01788,4-Imino-5-Methidyl-2-Methylpyrimidine,experimental,C=C1C=NC(C)=NC1=N
DB01789,"1-Amino-2,3-Dihydroxy-5-Hydroxymethyl Cyclohex-5-Ene",experimental,N[C@H]1C=C(CO)C[C@H](O)[C@H]1O
DB01790,(Rp)-cAMPS,experimental,Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2CO[P@@](=O)(S)O[C@H]2[C@H]1O
DB01791,Piclamilast,experimental,COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)cc1OC1CCCC1
DB01792,Adenylyl-(3'-5')-uridine 3'-monophosphate,experimental,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2OP(=O)(O)O)[C@H]1O
DB01793,SB-409513,experimental,O=C1NC(=O)C(c2cccc(Cl)c2)=C1Nc1ccc(Cl)c(C(=O)O)c1
DB01794,bis(molybdopterin)tungsten cofactor,experimental,Nc1nc2c(c(=O)[nH]1)NC1C3=C4S[W]5(SC6=C(S5)C5Nc7c(nc(N)[nH]c7=O)NC5OC6COP(=O)(O)O[Mg]OP(=O)(O)OCC4OC1N2)S3
DB01795,Phenylboronic acid,experimental,OB(O)c1ccccc1
DB01796,Quinolinic Acid,experimental,O=C(O)c1cccnc1C(=O)O
DB01797,"(2R)-2-(aminomethyl)-2,4-dihydroxy-5-oxo-3-(2-oxoethyl)-2,5-dihydro-1H-imidazol-3-ium",experimental,NC[C@@]1(O)NC(=O)C(=[OH+])N1CC(=O)O
DB01798,Ethyl Dihydrogen Diphosphate,experimental,CCO[P@@](=O)(O)OP(=O)(O)O
DB01799,4-Hydroxy-3-Methyl Butyl Diphosphate,experimental,C[C@H](CO)CCO[P@@](=O)(O)OP(=O)(O)O
DB01800,4-Nitrocatechol sulfate,experimental,O=[N+]([O-])c1ccc(O)c(OS(=O)(=O)O)c1
DB01802,"(4R)-7-Aza-7,8-dihydrolimonene",experimental,CC1=CC[C@H](N(C)C)CC1
DB01803,2-(Trimethylammonium)Ethyl Thiol,experimental,C[N+](C)(C)CCS
DB01804,"2-Ammoniobut-3-Enoate, 2-Amino-3-Butenoate",experimental,C=C[C@@H](N)C(=O)O
DB01805,Monoisopropylphosphorylserine,experimental,CC(C)OP(=O)(O)OC[C@H](N)C(=O)O
DB01806,10-decarboxymethylaclacinomycin A,experimental,CC[C@]1(O)Cc2cc3c(c(O)c2[C@@H](O[C@H]2C[C@H](N(C)C)[C@H](O[C@@H]4C[C@H](O)[C@@H](O[C@H]5CCC(=O)[C@@H](C)O5)[C@H](C)O4)[C@H](C)O2)C1)C(=O)c1c(O)cccc1C3=O
DB01807,"N-[(3Z)-5-Tert-butyl-2-phenyl-1,2-dihydro-3H-pyrazol-3-ylidene]-N'-(4-chlorophenyl)urea",experimental,CC(C)(C)c1cc(NC(=O)Nc2ccc(Cl)cc2)n(-c2ccccc2)n1
DB01808,Thiarsahydroxy-Cysteine,experimental,N[C@@H](CS[AsH]O)C(=O)O
